Gender,LoanDuration,Age,Amount,DebtToIncome,Education,ExistingLiabilities,OccupationArea,default
0,12,31,3190,23.06,4,2,8,Yes
0,24,28,3190,58.19,3,3,8,No
1,48,36,2710,19.13,5,6,11,No
1,48,33,1595,18.56,4,3,16,Yes
0,24,57,740,37.23,4,5,8,No
0,12,24,1595,15.78,4,2,1,No
1,36,48,1060,24.05,4,7,17,Yes
1,12,27,2125,40.4,4,4,11,No
0,12,24,530,50.83,3,3,6,No
0,12,36,4995,54.46,5,3,6,No
0,12,34,1595,29.18,2,4,17,Yes
1,48,35,2515,27.62,5,4,11,No
1,12,53,740,36.44,4,2,17,No
0,36,37,2415,14.79,4,1,1,No
0,12,38,930,14.77,5,1,10,No
0,12,28,740,16.48,5,2,15,No
1,12,70,530,21.53,3,2,1,No
0,36,34,1060,40.44,3,4,8,Yes
0,36,34,3720,49.7,4,8,11,No
0,24,38,1060,7.51,4,2,1,No
1,12,35,530,13.7,4,6,11,No
0,48,56,2125,35.57,4,8,6,No
0,24,29,635,29.31,4,6,8,No
0,36,63,1060,8.75,2,2,1,No
1,24,27,635,20.54,5,6,16,No
0,12,33,1910,45.75,4,5,9,No
0,24,39,1060,9.67,3,3,3,No
0,24,51,2655,24.31,3,2,1,Yes
0,24,52,1485,38.49,5,6,7,No
0,36,27,850,58.62,4,12,3,No
1,48,27,530,2.74,2,1,7,Yes
0,12,34,5315,44.71,5,2,10,No
0,24,44,2125,43.77,3,10,1,No
0,24,37,2655,13.33,4,3,6,No
0,24,48,4250,17.43,4,2,7,No
1,36,37,1595,42.84,4,10,1,Yes
0,24,45,530,39.72,3,6,19,No
0,36,38,2655,27.17,5,6,13,No
1,48,26,2655,54.14,2,5,1,No
1,24,61,2125,42.58,4,5,3,No
0,36,28,4305,26.46,2,4,18,No
0,24,38,2125,16.28,4,8,8,No
0,36,33,7425,53.86,4,6,1,Yes
1,36,36,4250,25.38,5,3,18,No
0,24,31,530,5.13,4,1,4,No
1,24,34,3190,24.07,5,6,7,Yes
0,48,29,530,3.55,5,1,1,Yes
0,36,24,1060,12.8,4,2,18,Yes
0,24,24,2335,27.32,3,3,15,No
0,24,26,2125,7.26,4,2,3,Yes
1,48,49,490,18.12,5,1,14,No
0,24,31,740,44.45,4,4,13,No
1,24,49,10135,44.88,4,4,1,No
0,24,24,1060,22.16,3,1,1,Yes
1,12,23,530,10.73,4,2,7,No
0,48,29,3190,69.25,5,8,10,Yes
0,36,42,3720,65.63,2,7,8,No
0,24,31,1595,17.36,2,4,6,No
0,12,26,850,42.93,5,5,10,No
0,12,36,530,13.68,5,3,15,No
0,36,34,1595,12.26,4,3,6,No
1,48,27,3190,21.01,5,3,18,No
0,12,35,530,20.12,4,2,1,No
0,12,28,530,21,5,7,8,No
0,12,28,1595,15.01,4,1,6,No
0,48,28,345,16.64,3,1,15,No
0,24,47,1585,16.13,4,2,5,Yes
0,36,48,2125,32.76,5,5,1,No
0,36,23,2125,37.14,5,3,11,No
0,24,31,2125,19.94,4,4,3,No
1,48,69,335,21.55,4,4,1,No
1,12,50,1165,36.89,4,3,1,No
0,24,56,530,11.27,4,2,7,No
1,36,43,2655,33.96,5,6,16,No
0,12,28,530,21,5,7,8,No
0,12,22,1595,49.89,2,4,3,Yes
1,36,40,1060,48.79,5,11,11,No
0,24,25,1060,13.74,2,2,1,No
0,12,33,1275,26.45,2,1,8,Yes
0,12,32,530,4.9,4,1,3,No
0,24,44,1060,26.5,4,6,4,No
1,36,29,1595,19.77,4,3,7,Yes
1,12,35,1060,6.05,5,1,7,No
0,12,57,1805,24.83,4,1,1,No
0,24,55,3190,50,4,5,3,No
1,24,56,530,38.45,5,5,1,No
0,48,47,4250,21.49,3,4,6,No
1,24,41,1060,13.07,4,4,18,No
0,12,29,3190,17.93,3,1,2,No
0,24,33,1275,28.29,2,4,5,No
1,48,64,1175,21.35,2,1,1,No
1,24,31,1595,33.84,5,5,11,No
1,48,44,4785,26.46,4,3,3,No
0,12,25,1445,41.14,4,1,1,Yes
1,24,36,740,21.14,4,7,7,No
0,12,24,1380,13.73,4,2,1,No
0,12,33,1060,12.07,5,3,16,No
0,24,28,1060,21.46,5,7,8,No
0,36,27,635,4.55,4,1,6,No
1,48,42,3190,46,4,2,7,No
0,12,23,740,6.91,2,1,19,No
0,48,29,1060,66.85,5,8,7,No
0,48,32,1615,38.92,4,3,10,Yes
0,24,30,1060,47.08,4,5,7,Yes
1,48,26,530,3.5,3,1,7,Yes
1,24,31,3190,37.08,4,3,17,No
1,24,21,2125,22.49,2,1,1,No
0,24,35,3190,16.16,3,1,8,No
1,48,42,3720,35.68,5,4,15,Yes
0,48,44,5315,32.39,5,9,8,No
0,36,43,5315,48.91,4,5,8,No
1,24,25,2655,21.08,4,3,7,Yes
0,24,29,8590,26.36,5,1,10,No
0,48,55,3720,24.04,4,4,8,No
1,12,43,1060,29.61,4,5,3,No
0,36,32,530,26.93,3,4,3,No
0,12,26,2955,56.31,4,3,7,No
1,36,60,1555,10.77,2,1,16,Yes
1,36,36,2655,42.28,4,4,17,No
0,48,44,1160,38.43,3,2,7,No
0,24,32,1060,21.81,4,2,3,Yes
0,12,28,530,60.63,4,8,9,No
0,24,39,1595,9.04,4,1,9,No
0,12,25,530,6.33,3,1,10,No
0,48,21,3190,24.55,2,4,9,No
0,12,28,530,12.83,3,1,9,Yes
0,24,37,2230,43.4,4,5,1,No
1,48,23,1060,42.34,3,2,17,No
0,24,39,6375,36.6,3,2,7,No
1,12,22,1060,10.54,5,1,10,No
1,24,28,1060,23.77,5,3,17,No
0,24,31,5940,54.1,4,1,6,No
0,24,24,530,25,4,3,7,No
1,48,65,850,4.7,5,2,11,No
0,12,44,6765,52.44,4,2,7,No
1,12,39,1060,41.86,4,6,7,No
1,48,23,3720,26.75,4,3,7,Yes
0,24,34,1595,50.79,4,4,9,No
0,48,52,4465,25.99,4,4,1,No
0,48,30,5315,33.26,4,3,17,No
0,48,26,1130,61.65,5,4,1,No
0,48,30,2000,16.17,2,1,3,No
0,24,33,1275,21.6,2,1,6,Yes
0,12,48,530,35.29,4,5,15,No
1,48,34,530,14.83,3,2,7,Yes
0,12,39,1595,31.05,2,2,9,Yes
0,36,45,8295,34.82,5,2,1,No
1,48,44,3190,17.35,4,2,7,No
0,24,28,530,9.44,4,2,6,No
0,24,43,3190,11.32,4,2,6,No
1,12,40,2125,19.64,5,3,16,No
0,36,40,1595,21.21,3,2,8,No
1,12,34,530,40.93,4,7,1,No
1,12,25,1595,61.01,2,3,7,Yes
1,24,49,740,13.98,5,5,14,No
0,24,28,4250,41.05,5,1,14,No
0,12,28,1060,17.78,5,4,3,No
1,12,40,1060,11.46,5,3,15,No
0,24,33,3190,21.24,5,1,8,No
0,36,23,2125,66.67,4,4,9,No
1,24,37,1595,5.37,4,1,6,No
0,48,46,1275,4.33,5,1,11,Yes
0,12,33,2125,14.43,3,1,6,No
1,24,35,1695,42.59,5,4,9,No
0,24,46,1060,35.41,4,5,1,No
0,24,36,1060,11.66,5,1,4,No
1,12,39,530,19.98,4,5,6,No
0,24,44,1595,31.82,4,3,7,No
1,24,41,2125,37.29,3,5,11,Yes
0,36,46,2655,37.3,4,6,8,No
0,36,25,5845,35.19,4,2,8,Yes
0,36,25,3190,60.37,2,3,1,No
1,48,27,3190,56.04,5,8,17,No
0,12,57,2125,39.51,4,3,3,No
0,24,24,1595,7.8,4,2,6,No
1,12,33,5420,55.2,3,1,9,No
1,48,31,1685,21.69,4,2,15,Yes
1,12,49,1380,21.12,5,5,18,No
0,36,29,2655,14.31,4,4,18,No
1,24,37,1595,20.03,5,3,11,No
0,48,31,1595,6.16,4,1,15,No
0,24,46,1595,6.56,5,3,1,No
0,12,43,530,5.63,5,1,10,No
0,48,48,910,30.86,5,3,12,Yes
0,12,26,1910,23.23,4,2,6,Yes
0,12,38,1060,4.85,3,1,6,No
1,12,49,1165,14.94,4,3,17,No
1,36,24,530,20.62,5,3,1,No
1,24,46,1560,25.03,3,2,5,Yes
0,12,42,530,11.41,1,3,7,No
0,36,42,1595,42.08,4,3,1,No
1,36,48,530,4.18,4,2,9,Yes
1,48,40,975,30.94,5,2,10,No
0,48,27,1060,51.58,2,4,1,Yes
1,48,26,2125,15.25,3,3,1,Yes
0,36,27,2125,8.05,3,2,6,No
1,36,36,2760,17.89,4,2,7,No
0,48,38,850,2.12,5,1,1,No
0,24,33,1100,31.16,3,2,11,No
0,24,22,2125,16.94,4,2,3,No
0,36,41,530,9.31,4,2,7,No
0,24,40,4620,49.47,3,1,8,Yes
0,12,27,740,12.08,3,2,6,No
0,36,40,1805,59.45,4,4,6,Yes
1,36,59,1200,13.7,5,1,16,No
1,24,24,1130,52.06,3,3,9,No
1,36,28,530,19.03,5,2,16,No
0,24,38,530,33.59,4,6,10,Yes
0,24,33,2125,29.79,4,2,15,Yes
0,48,25,330,28.06,5,1,12,Yes
1,24,30,635,34.65,4,6,1,Yes
0,36,49,3190,45.81,5,5,13,No
1,48,27,1060,18.48,4,2,13,No
0,48,27,6375,43.98,4,1,7,No
1,36,28,3720,13.01,5,1,15,No
0,36,31,1595,25.55,4,3,9,No
0,24,33,1130,68.86,4,6,7,No
0,12,56,1060,28.21,3,3,9,No
1,24,69,1165,57.14,4,5,1,No
1,12,41,1595,17.2,5,3,17,No
1,36,24,5315,38.5,5,3,9,No
0,12,27,530,9.62,5,3,8,No
0,48,53,2590,38.08,4,12,16,No
0,48,30,420,31.26,4,6,6,No
1,24,49,2655,49.11,4,5,17,No
0,48,53,955,7.01,3,1,15,No
0,36,32,2445,21.34,5,5,10,No
1,24,44,1595,12.85,4,3,9,No
0,24,29,2655,41.07,4,3,10,No
0,48,32,3190,23.31,5,3,15,No
1,12,52,1060,36.44,4,8,17,No
0,12,27,1060,9.19,4,1,8,No
0,24,23,530,12.79,2,2,1,No
0,36,24,3295,42.46,2,6,7,No
1,48,33,530,11.09,4,3,10,Yes
0,24,43,3720,36.96,4,7,8,No
1,12,34,635,16.08,5,3,16,No
0,24,38,2125,31.03,3,3,1,No
0,12,22,635,1.19,4,5,1,No
1,36,25,3190,50.49,5,10,15,No
1,24,51,2655,20.96,4,2,9,No
0,12,27,585,14.58,5,2,15,Yes
1,48,38,530,15.07,4,3,1,Yes
1,24,21,530,13.39,4,2,18,Yes
0,12,47,1380,40.67,5,3,1,No
0,12,42,850,29.49,4,4,15,No
0,12,40,1060,19.87,3,3,2,No
0,12,28,2125,19.17,4,4,6,No
0,48,41,1595,22.9,5,5,15,No
0,48,23,3190,47.93,2,4,1,No
0,48,35,3190,21.61,5,3,18,No
0,24,30,3240,25.4,3,2,6,No
0,24,55,4785,21.77,5,1,18,No
1,12,37,3190,60.94,5,3,6,Yes
0,24,33,2125,18.71,4,3,3,Yes
0,48,40,1060,35.02,4,7,7,No
1,36,69,1595,17.74,2,1,1,No
1,36,43,1595,41.02,5,6,11,No
1,36,30,1060,4.05,5,1,1,No
1,24,46,2125,7.3,2,2,17,Yes
1,48,23,2125,10.27,4,1,18,Yes
0,24,40,1185,41.98,3,3,4,Yes
1,36,56,6890,17.82,4,2,1,No
0,12,30,1595,28.74,4,2,8,No
1,36,29,1595,64.41,4,6,7,Yes
0,12,33,1325,28.48,3,1,10,No
0,48,39,1595,24.1,4,4,6,No
0,24,45,1060,4.73,5,1,6,No
0,36,24,6375,50.35,3,3,3,Yes
0,12,22,530,9.28,4,2,9,Yes
0,36,35,1060,14.7,2,5,6,No
0,12,28,530,29.16,2,3,5,No
0,24,34,530,2.51,3,2,1,No
0,12,26,635,41.18,2,4,1,Yes
0,12,34,2125,16.12,3,3,8,No
1,12,51,1060,30.4,4,2,1,No
1,48,35,635,31.25,5,4,13,No
1,12,28,530,16.29,5,3,1,No
1,24,54,2125,13.26,5,2,16,No
0,48,31,2125,14.83,4,2,1,No
0,36,29,1595,43.18,3,4,4,No
0,24,36,530,3.94,4,1,3,No
0,48,47,1595,14.02,4,5,8,No
0,24,34,8505,18.27,4,3,6,No
0,24,46,6375,41.19,3,3,8,No
0,24,22,3190,57.55,4,7,3,No
0,12,29,2870,60.62,4,4,6,No
0,36,27,1595,27.48,5,5,10,No
1,48,28,1060,25.29,5,4,11,Yes
0,12,54,1595,21.21,3,3,19,No
0,12,32,2125,46.18,4,6,3,No
1,48,44,2240,22.76,4,2,3,No
0,24,63,530,11.01,4,2,10,No
0,24,25,3185,11.27,4,2,1,No
1,36,43,740,38.51,4,3,7,Yes
1,24,49,2125,25.22,5,3,7,No
0,48,46,1240,35.58,3,1,1,Yes
1,24,36,10630,35.94,4,5,6,No
0,36,65,740,5.74,4,2,14,No
1,24,48,1590,27.92,4,8,17,Yes
0,48,25,1720,60.11,4,5,3,No
0,24,32,5315,11.71,5,2,1,Yes
0,36,59,5315,40.1,2,2,1,No
0,12,32,530,27.09,4,3,8,No
0,12,33,1060,20.81,3,1,6,Yes
0,48,27,1590,62.47,2,8,6,Yes
1,24,22,1060,26.39,4,2,3,No
0,24,28,1545,14.5,5,1,17,Yes
0,48,27,1590,47.24,3,6,1,Yes
0,48,36,1795,33.72,3,2,1,No
0,24,53,530,5.43,4,1,15,No
0,24,38,2655,7.1,3,1,6,No
0,36,28,2655,30.79,4,7,1,No
1,24,23,2125,37.63,4,3,9,Yes
0,36,38,1275,17.95,4,1,1,No
1,12,37,530,41.6,3,3,1,Yes
1,36,47,850,19.22,4,4,3,No
1,36,45,5205,16.66,5,4,1,No
0,12,30,2125,12.65,3,1,2,No
1,36,52,1060,23.58,5,4,16,No
0,12,29,2315,67.94,4,5,6,No
1,48,52,1165,10.33,2,1,1,Yes
0,36,47,5315,15.51,5,5,12,Yes
0,48,33,1590,26.85,4,2,9,No
0,48,43,2870,8.15,4,2,8,No
1,48,63,6910,41.76,4,7,1,Yes
1,48,31,530,22.59,2,2,1,No
0,24,37,2975,10.74,5,3,6,No
0,24,27,1060,28.62,3,2,6,Yes
1,48,32,1790,61.93,3,9,7,Yes
0,24,42,6755,16.25,5,2,10,No
0,24,23,530,46.84,2,10,19,No
1,48,38,1060,4.08,4,1,6,Yes
1,48,28,1060,3.39,4,2,7,No
1,12,39,3185,24.53,3,3,6,No
0,12,21,530,56.02,2,7,10,Yes
0,24,23,2125,7.59,4,1,13,No
1,12,31,4145,21.03,5,2,13,No
0,24,28,530,3.24,3,1,4,Yes
0,12,22,2125,6.91,2,1,12,Yes
0,24,29,2125,17.11,5,3,10,No
0,24,40,2300,39.49,1,5,1,Yes
0,24,45,2695,68.44,2,8,8,Yes
0,24,23,2125,31.02,4,3,6,Yes
0,24,21,3710,23.15,4,2,10,No
0,12,25,3185,27.6,4,2,7,No
0,36,27,1060,6.54,4,1,3,No
0,12,31,1380,34.44,4,3,18,Yes
0,24,29,1900,20.06,3,1,10,Yes
1,36,58,1590,20.29,4,3,17,No
0,12,28,530,5.38,2,1,8,No
0,12,43,3185,30.42,4,1,10,No
1,36,38,2125,68.78,5,9,14,No
1,48,34,605,27.75,5,2,1,Yes
0,24,39,1060,5.61,4,1,7,Yes
1,12,48,2655,15.91,5,5,1,Yes
0,36,40,530,40.1,5,9,15,No
0,12,26,635,56.86,5,7,10,No
1,12,47,1060,17.3,5,1,17,Yes
0,48,44,1205,33.02,3,2,1,Yes
0,48,46,1060,12.94,5,2,16,No
0,48,50,2125,14.79,3,1,9,Yes
0,12,26,635,34.17,4,2,6,No
0,24,27,1695,14.39,4,3,9,No
1,24,36,530,4.53,3,1,14,Yes
0,24,47,1275,61.26,4,5,1,Yes
0,48,41,1590,13.1,3,2,8,Yes
1,12,23,530,10.83,2,2,1,No
0,12,36,530,17.53,2,2,3,No
1,12,64,1060,35.39,5,6,17,No
0,12,30,1060,16.35,4,2,1,No
0,48,33,3720,25.74,3,6,10,Yes
0,48,26,5845,61.02,2,3,1,Yes
0,12,24,1060,15.78,4,2,1,No
1,24,22,1060,39.04,2,6,1,Yes
0,36,53,1910,27.17,3,5,8,No
0,48,32,740,12.09,4,3,3,Yes
1,36,36,4780,44.31,2,2,17,Yes
0,24,27,2655,14.86,4,2,1,No
0,24,24,850,10.04,2,2,15,No
1,24,42,530,13.35,5,4,16,No
0,12,29,1060,19.22,4,2,7,No
1,48,27,2125,36.18,2,4,7,No
1,24,47,7655,24.46,4,2,1,No
0,24,39,2115,17.49,5,1,1,Yes
0,36,46,1590,69.67,4,13,15,No
0,12,64,955,22.18,5,1,1,No
0,12,21,530,18.77,4,2,1,Yes
1,12,53,635,30.63,4,6,10,No
0,12,34,635,45.92,5,8,7,No
0,24,62,1060,40.77,5,5,1,No
1,48,39,3720,26.62,5,7,16,No
1,24,31,530,11.78,2,2,1,Yes
1,48,36,1590,9.99,4,1,16,No
1,24,36,1060,7.46,4,1,9,Yes
0,48,32,2655,31.7,3,4,9,No
0,12,31,530,19.46,2,3,6,No
1,48,27,1060,22.36,5,6,16,No
1,24,49,530,5.09,2,1,7,No
1,24,33,3185,24.32,3,2,1,No
0,24,23,740,43.57,3,5,1,No
1,48,26,760,25.29,4,3,9,Yes
0,24,28,530,18.15,5,4,3,No
0,36,25,530,15.33,4,3,18,Yes
1,36,40,4985,57.44,4,4,18,Yes
0,36,40,635,68.98,2,3,8,No
1,36,55,4250,43.86,4,3,7,No
0,24,29,1060,31.56,3,5,3,No
0,24,24,530,15.47,2,3,6,Yes
0,48,48,850,12.51,5,6,6,No
0,24,34,1060,9.41,5,2,15,No
1,24,28,4250,10.96,4,2,1,No
1,48,35,1255,10.71,5,3,1,No
1,24,38,1100,67.55,3,7,14,Yes
1,36,31,600,67.89,1,4,1,Yes
0,24,45,2655,9.72,4,2,18,No
1,12,32,3185,62.3,5,8,16,Yes
0,24,21,7655,27.07,4,1,6,Yes
1,36,33,565,44.76,5,4,8,No
0,36,29,530,6.53,5,2,7,Yes
1,36,21,3185,22.07,4,4,1,Yes
0,36,31,3185,27.47,3,5,1,Yes
1,12,48,635,8.65,2,1,17,No
0,12,58,560,70,4,9,1,Yes
0,12,29,2125,12.27,2,2,10,No
0,24,27,4250,15.12,4,1,6,No
0,12,42,2125,10.39,4,2,3,Yes
1,36,47,1680,58.52,5,4,17,Yes
1,36,26,2655,48.75,2,3,1,No
0,24,28,2655,8.38,2,1,6,No
0,12,35,850,10.95,3,1,15,No
0,24,69,1700,11.26,4,3,1,Yes
0,36,27,1060,63.63,3,7,10,No
1,24,60,3185,69.14,4,6,15,Yes
0,36,41,3185,36.11,3,1,19,No
0,12,23,635,30.93,4,2,1,No
0,36,34,2125,63.4,2,7,3,Yes
0,24,35,5315,29.29,4,3,10,Yes
0,36,41,2455,68.2,5,13,7,Yes
0,48,32,1590,18.16,4,2,1,Yes
0,24,38,2355,68.68,2,10,1,No
0,36,35,2130,69.67,4,6,17,Yes
1,12,40,1060,43.13,4,7,7,Yes
0,24,30,3185,54.45,5,4,7,Yes
1,24,69,1590,21.54,2,6,17,No
1,48,37,7970,61.17,2,11,7,No
0,24,27,3185,58.89,4,4,15,No
1,12,53,3185,66.22,5,9,12,No
0,12,27,1485,47.86,2,6,6,No
0,48,50,2655,27.94,2,5,19,Yes
1,12,37,1060,6.61,5,3,1,No
0,48,42,1590,33.34,4,10,8,No
1,24,39,5315,27.61,4,2,9,No
0,12,27,2125,68.3,5,10,6,Yes
1,12,50,3185,59.8,3,6,17,Yes
1,12,35,3400,17.32,4,1,9,No
0,24,29,3185,65.59,4,5,6,Yes
0,12,21,530,33.77,4,3,3,No
0,24,50,2195,69.57,4,8,1,Yes
1,36,33,3720,61.24,2,7,1,No
1,48,28,1060,27.19,4,4,1,No
0,36,53,1590,4.33,3,1,8,No
1,36,21,2870,59.9,4,10,7,Yes
0,12,31,3185,62.18,4,6,8,No
0,12,52,3185,64.24,2,3,15,No
0,24,23,2760,26.41,5,2,1,No
0,24,23,1060,16.66,4,1,3,No
1,24,30,3185,66.48,3,9,7,Yes
1,48,41,3720,39.64,4,6,7,No
1,36,22,5105,67.52,3,14,7,No
1,24,48,3695,50.33,5,6,17,No
1,36,52,1275,26.95,4,10,8,Yes
1,24,38,2125,67.65,4,8,3,Yes
1,48,52,3720,51.35,4,7,1,No
0,48,49,7440,68.23,2,5,1,Yes
0,36,23,2125,69.73,3,13,1,Yes
0,24,37,635,4.99,4,2,8,No
1,48,24,1060,26.33,4,3,9,No
1,24,42,2125,53.85,5,8,1,No
0,48,37,1060,16.04,5,4,15,Yes
1,48,23,1060,46.85,3,3,17,No
0,48,56,10630,68.64,2,8,1,No
0,24,25,3185,65.56,2,11,1,Yes
1,24,40,1910,37.04,5,10,1,No
1,24,25,5315,54.21,3,5,17,Yes
1,48,41,2655,24.86,3,6,1,Yes
1,12,49,635,43.88,5,3,1,Yes
1,36,27,2125,69.05,3,25,10,Yes
0,12,28,530,16.61,4,2,6,No
0,36,29,1700,59.24,4,5,1,No
0,12,39,3185,25.53,4,2,1,Yes
0,48,30,4840,57.53,4,7,7,Yes
1,12,27,530,6.72,5,2,6,No
1,12,33,1590,41.49,3,2,3,No
0,12,25,530,37.81,2,2,6,Yes
1,48,38,3185,54.51,5,18,1,Yes
1,24,37,850,5.16,4,3,1,No
1,36,30,2975,37.04,4,2,7,Yes
0,12,28,530,33.51,4,4,7,No
0,48,62,2655,22.93,3,2,1,No
0,36,25,8505,56.28,3,8,19,Yes
0,24,49,5315,36.54,4,2,6,No
0,12,45,1165,26.5,4,2,6,No
0,24,60,3185,52.11,3,7,8,No
0,24,35,2655,32.83,3,6,7,Yes
0,36,29,2655,54.13,4,7,9,No
1,36,29,2125,63.97,2,11,9,Yes
0,36,23,3185,64.03,2,6,4,No
0,24,38,1060,52.04,5,7,7,Yes
0,36,58,4780,68.65,5,13,8,Yes
1,48,49,2845,23.99,4,3,18,No
0,24,30,2125,34.06,5,4,10,Yes
1,36,27,1060,53.78,4,7,7,Yes
1,36,43,2760,57.69,4,7,1,No
1,12,26,530,56.65,2,5,3,Yes
0,24,50,1060,3.91,3,1,6,No
0,48,24,6375,66.19,2,12,1,Yes
1,24,44,1275,17.25,4,1,19,Yes
0,24,24,2335,21.61,4,2,7,No
0,36,21,1550,40.32,3,2,16,Yes
1,36,42,2655,67.8,5,11,17,Yes
1,48,40,1590,8.6,4,1,3,Yes
1,48,46,1590,34.52,4,6,16,Yes
0,48,30,1560,17.08,4,2,1,Yes
0,36,43,1590,18.07,2,4,6,No
1,48,30,2125,60.85,5,10,7,No
1,12,27,530,6.47,4,1,1,No
0,12,26,2125,20.45,4,2,6,No
1,12,23,1485,29.06,5,2,13,No
0,48,33,2125,15.55,3,1,4,No
1,48,25,6485,52.22,4,6,10,No
0,12,23,530,13.9,3,3,6,No
1,48,23,530,22.69,2,3,7,Yes
0,12,34,1060,50.11,4,3,9,No
1,48,24,4780,46.98,4,4,1,No
0,24,66,1590,24.16,2,2,1,No
0,36,26,3185,48.62,2,4,6,Yes
0,24,21,1275,19.13,2,1,1,Yes
1,12,26,1060,17.84,4,1,9,No
1,24,51,2655,36.62,5,9,15,No
1,36,43,1910,26,2,5,1,Yes
1,36,33,1165,34.14,2,4,3,No
1,48,50,1590,47.74,4,6,1,Yes
1,12,32,530,48.66,4,3,17,No
0,36,26,5315,60.91,4,5,13,Yes
0,12,24,530,24.97,2,3,19,Yes
1,24,22,530,3.12,2,1,16,No
0,48,39,2125,9.77,4,1,6,Yes
1,36,52,6375,54.94,5,12,15,Yes
0,12,45,3185,20.19,4,2,6,No
1,12,59,2125,16.26,5,2,15,No
1,48,24,4250,60.86,3,7,17,Yes
1,24,29,1590,47.27,3,7,7,Yes
0,12,34,4465,47.63,4,3,8,No
1,36,35,2055,60.47,2,6,1,No
1,24,26,3750,60.67,2,2,3,No
0,36,24,2125,17.88,5,3,11,No
0,48,57,3720,33.12,2,6,6,Yes
0,12,41,5315,37.42,4,5,10,Yes
0,12,34,5315,36.7,4,4,6,No
0,12,24,1165,16.38,2,2,15,Yes
0,12,23,1060,26.81,3,2,3,No
1,36,37,1590,15.65,4,2,1,No
0,24,64,3185,23.77,5,2,13,No
0,24,23,2125,55.63,5,11,7,Yes
0,12,29,1590,50.73,4,3,15,Yes
0,48,42,3185,54.94,3,9,1,Yes
0,12,54,2125,56.01,3,7,10,Yes
1,36,52,2125,25.82,4,3,7,No
1,48,29,795,53.62,4,3,7,Yes
1,36,51,1060,61.58,4,8,7,No
0,36,28,530,2.99,4,1,7,No
0,12,30,1590,16.84,4,2,1,No
1,36,30,530,14.23,4,4,18,No
1,12,41,1060,20.76,4,1,7,No
0,12,30,1590,10.15,4,2,6,Yes
0,12,25,1060,22.2,2,3,4,No
1,36,35,530,7.93,4,3,7,Yes
1,48,28,1060,5.67,4,1,14,No
0,12,25,530,26.7,3,5,3,No
1,12,41,1380,17.91,2,1,7,No
1,48,29,3185,9.44,4,1,19,No
0,12,50,530,10.28,4,2,1,No
1,36,59,3185,18.18,5,6,17,No
0,12,22,530,31.37,4,3,8,Yes
0,36,31,3720,69.5,3,14,8,Yes
0,36,28,530,19.16,3,2,9,Yes
1,12,53,740,4.49,5,1,8,No
0,24,23,4780,69.75,4,7,1,No
0,36,35,2125,43.64,3,9,6,Yes
1,36,41,1060,7.06,2,3,17,No
1,36,48,530,51.95,3,20,18,No
0,48,35,2125,51.15,3,5,10,No
1,36,22,1060,9.01,2,1,9,Yes
1,12,32,1060,14.39,5,3,1,No
1,12,31,740,20.32,4,4,15,No
1,36,26,530,40.91,2,4,3,Yes
1,48,22,2125,24.67,2,2,1,No
0,12,50,3185,66.7,4,2,8,No
0,12,50,1060,25.44,3,3,7,No
1,12,23,1060,27.54,2,4,7,No
1,36,27,850,28.32,3,3,17,No
1,36,32,4250,57.53,1,7,1,No
0,48,30,870,40.55,5,1,18,Yes
1,36,41,1060,69.27,5,7,1,Yes
0,36,47,1275,24.77,4,4,6,No
1,36,50,1165,39.56,3,5,17,Yes
0,12,36,530,9.01,2,3,6,No
0,12,23,5525,47.38,4,2,8,No
0,36,64,3185,27.26,3,4,13,No
0,24,59,5315,34.03,5,4,16,No
0,36,25,530,3.4,2,1,1,No
1,36,51,3185,31.01,4,2,1,No
0,36,28,4145,60.9,2,4,8,No
0,36,54,3185,39.19,5,7,15,No
0,36,44,2655,27.18,4,3,10,No
0,12,26,530,21.61,5,2,8,No
0,48,40,855,50.38,2,3,9,Yes
0,36,41,3185,57.47,5,5,1,No
0,12,30,3185,68.67,4,5,7,No
1,36,68,995,47.28,5,2,16,Yes
0,36,34,3185,68.58,5,10,7,Yes
0,36,33,10630,50.04,2,1,6,No
0,12,35,530,27.22,3,8,6,Yes
0,24,28,1060,28.43,4,3,6,No
0,12,45,1700,30.54,3,2,19,No
1,12,25,2630,66.17,3,6,9,Yes
0,36,52,5315,29.17,5,6,13,Yes
1,12,53,3185,49.6,2,5,1,Yes
0,12,21,635,12.36,2,1,9,Yes
0,36,35,3185,42.32,2,14,6,Yes
0,36,24,3185,42.94,4,5,3,Yes
1,12,28,2655,67.42,2,4,7,Yes
0,12,54,5315,64.13,5,11,6,Yes
0,24,26,2125,12.76,4,2,7,No
0,12,37,3185,31.77,4,5,15,Yes
0,12,33,2335,31.96,2,2,7,No
0,36,48,2125,25.38,3,6,6,No
0,36,28,850,30.13,3,3,5,No
0,48,23,850,3.47,2,1,19,Yes
1,24,32,2655,58.21,5,7,5,Yes
0,24,36,1275,57.38,3,10,17,Yes
0,48,29,7970,40.35,4,4,15,No
1,36,29,3720,27.23,5,5,11,No
0,36,39,3410,29.76,4,2,5,Yes
1,24,21,1275,66.07,4,7,9,Yes
0,48,24,530,18.74,4,2,18,Yes
0,48,41,895,58.73,3,3,17,No
0,48,40,4430,56.78,2,4,6,Yes
1,36,44,1590,11.92,5,2,11,No
0,12,32,1485,34.82,4,2,5,No
0,36,59,2655,20.14,4,5,8,No
